Company,Valuation ($B),Date Joined,Country,City,Industry,Select Investors,Founded Year,Total Raised ($B),Financial Stage,Investors Count
Space AI,1.1,2024-09-29,India,New Delhi,E-commerce & direct-to-consumer,"Khosla Ventures, DST Global, SoftBank Group",2019,0.112,Series E,8
Cyberly79,1.33,2024-09-24,South Korea,Seoul,Artificial intelligence,"Tiger Global Management, Andreessen Horowitz, Tencent Holdings",2013,0.562,Series E,16
Smart Solutions79,3.37,2024-09-23,United States,Chicago,E-commerce & direct-to-consumer,"Khosla Ventures, Sequoia Capital, Bessemer Venture Partners, Andreessen Horowitz",2013,0.833,Series D,6
HealthMind,2.29,2024-09-20,United States,Seattle,E-commerce & direct-to-consumer,"Tiger Global Management, Sequoia Capital",2018,0.994,Series C,12
HealthWave44,1.12,2024-09-18,United States,Palo Alto,Fintech,Y Combinator,2021,0.214,Pre-IPO,2
Health Solutions23,2.31,2024-09-16,Brazil,Sao Paulo,Health,"Insight Partners, Benchmark, Lightspeed Venture Partners, Tiger Global Management",2017,0.832,Pre-IPO,15
Auto Group29,2.33,2024-09-13,China,Shenzhen,Fintech,"Kleiner Perkins Caufield & Byers, Tencent Holdings",2013,0.939,Series E,11
Grid Networks,4.49,2024-09-05,China,Beijing,Internet software & services,"New Enterprise Associates, DST Global, Coatue Management",2019,1.106,Series F,10
NexBlock,12.43,2024-09-05,Canada,Vancouver,Internet software & services,Sequoia Capital,2018,1.481,Series C,1
AutoShift,7.02,2024-09-04,United Kingdom,Cambridge,Hardware,"Khosla Ventures, Tencent Holdings, Founders Fund, Kleiner Perkins Caufield & Byers",2012,1.253,Series D,5
Pay Group80,2.41,2024-09-03,India,Pune,E-commerce & direct-to-consumer,Sequoia Capital,2016,0.473,Series E,4
Mind Labs89,19.79,2024-08-30,China,Hangzhou,Cybersecurity,"Tencent Holdings, Kleiner Perkins Caufield & Byers",2019,5.816,Series F,16
Flowify51,1.34,2024-08-30,United Kingdom,Cambridge,Artificial intelligence,"Khosla Ventures, Google Ventures, Thrive Capital, Bessemer Venture Partners",2014,0.296,Series F,15
Health Hub24,1.02,2024-08-24,Australia,Melbourne,Auto & transportation,"Insight Partners, Tiger Global Management, Kleiner Perkins Caufield & Byers, Tencent Holdings",2015,0.153,Series D,19
AeroSpace,121.36,2024-08-23,United States,Los Angeles,Cybersecurity,"Founders Fund, Bessemer Venture Partners, Greylock Partners, Alibaba Group",2016,60.653,Series B,11
Fin Hub12,25.86,2024-08-19,United States,Boston,Health,"Insight Partners, Index Ventures, New Enterprise Associates, Tiger Global Management",2018,11.913,Series C,6
Shift Labs64,3.0,2024-08-17,United States,New York,Internet software & services,"Sequoia Capital, Bessemer Venture Partners, Insight Partners, Khosla Ventures",2015,1.143,Series C,15
Core Technologies41,2.94,2024-08-16,China,Guangzhou,Internet software & services,"Lightspeed Venture Partners, Thrive Capital, Y Combinator",2019,0.739,Series F,12
CloudVertex84,17.66,2024-08-15,Canada,Montreal,E-commerce & direct-to-consumer,"New Enterprise Associates, DST Global, Lightspeed Venture Partners, Google Ventures",2020,5.87,Series E,17
HealthSpace,2.65,2024-08-15,Germany,Munich,Fintech,"Alibaba Group, Tencent Holdings",2017,1.042,Series E,5
Wave Hub38,10.03,2024-08-10,India,Bengaluru,Internet software & services,"Coatue Management, SoftBank Group, Insight Partners, Bessemer Venture Partners",2015,2.664,Series B,14
Omni Labs93,1.95,2024-08-08,China,Hangzhou,Hardware,Accel,2012,0.74,Series C,3
CloudLink,9.26,2024-08-07,United States,New York,E-commerce & direct-to-consumer,"Kleiner Perkins Caufield & Byers, Sequoia Capital",2021,4.107,Series E,2
Bio Base88,1.17,2024-08-05,Singapore,Singapore,Internet software & services,"Google Ventures, Thrive Capital, Sequoia Capital, DST Global",2019,0.367,Private Equity,8
CloudMind,2.12,2024-07-28,United States,Seattle,Health,"SoftBank Group, Kleiner Perkins Caufield & Byers, General Atlantic",2013,0.902,Series C,11
Nova Hub15,10.09,2024-07-28,United States,Palo Alto,Fintech,"Accel, Google Ventures, Lightspeed Venture Partners",2016,4.712,Series D,15
Block Networks52,3.55,2024-07-23,United States,Los Angeles,Travel,"Tiger Global Management, DST Global, Benchmark, Founders Fund",2020,1.748,Pre-IPO,4
Nex Labs14,1.9,2024-07-17,Brazil,Sao Paulo,Fintech,"Google Ventures, Lightspeed Venture Partners, Andreessen Horowitz",2020,0.845,Series E,15
Link Labs4,2.12,2024-07-15,China,Shenzhen,Internet software & services,"Thrive Capital, Insight Partners",2012,0.553,Series C,16
Wave AI76,2.38,2024-07-14,China,Hangzhou,Internet software & services,"Benchmark, Founders Fund, Google Ventures, Tencent Holdings",2019,0.94,Series D,16
CloudStream91,1.03,2024-07-13,Singapore,Singapore,Fintech,"Alibaba Group, New Enterprise Associates",2013,0.382,Series D,16
Dataly34,7.65,2024-07-12,United States,Los Angeles,Health,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, Tencent Holdings, SoftBank Group",2021,1.261,Series C,9
Shift Technologies,1.74,2024-07-09,United States,Los Angeles,Cybersecurity,Y Combinator,2019,0.543,Series C,13
Stream Dynamics78,1.8,2024-07-07,Brazil,Sao Paulo,Data management & analytics,"Google Ventures, Tiger Global Management",2021,0.794,Series C,7
AutoStream55,1.34,2024-07-05,China,Shenzhen,Other,"Thrive Capital, Alibaba Group, General Atlantic",2017,0.363,Series D,9
Forgely59,1.58,2024-07-05,United States,New York,"Supply chain, logistics, & delivery","DST Global, Index Ventures",2015,0.539,Series F,4
Auto Labs60,2.78,2024-07-03,Canada,Montreal,E-commerce & direct-to-consumer,"Tiger Global Management, Benchmark, Google Ventures",2018,1.158,Series B,11
Tech Labs,2.84,2024-07-01,China,Shanghai,Health,New Enterprise Associates,2015,0.539,Series C,8
Aero Group,2.1,2024-06-26,Germany,Berlin,Edtech,"Insight Partners, Alibaba Group, Greylock Partners",2013,0.33,Series E,8
PayWave48,7.63,2024-06-25,Germany,Munich,Cybersecurity,SoftBank Group,2019,3.457,Series F,5
CyberVertex49,2.64,2024-06-22,United States,San Francisco,Artificial intelligence,"General Atlantic, Insight Partners, Tencent Holdings",2017,0.291,Series D,16
Dataly44,9.56,2024-06-21,United Kingdom,Oxford,Artificial intelligence,Y Combinator,2016,1.443,Private Equity,11
Grid Dynamics61,2.21,2024-06-19,United States,Boston,Internet software & services,"Sequoia Capital, General Atlantic, Alibaba Group, Tencent Holdings",2018,0.968,Series E,15
Mind Dynamics8,1.77,2024-06-17,United States,Los Angeles,Other,"General Atlantic, Andreessen Horowitz, Khosla Ventures, Lightspeed Venture Partners",2014,0.532,Series D,8
Core Technologies,6.14,2024-05-31,United States,San Francisco,Fintech,Index Ventures,2018,1.607,Series C,8
CyberShift,7.87,2024-05-30,United States,Los Angeles,Fintech,New Enterprise Associates,2018,3.675,Series B,4
SmartForge,23.66,2024-05-26,United States,San Francisco,Cybersecurity,New Enterprise Associates,2016,11.415,Series D,14
Forgeio69,8.06,2024-05-25,United States,Los Angeles,Health,"Founders Fund, Google Ventures",2019,3.929,Series F,7
Grid Group47,2.7,2024-05-19,China,Hangzhou,Fintech,"Greylock Partners, Andreessen Horowitz, Coatue Management, SoftBank Group",2017,1.18,Series E,12
AutoPulse95,5.72,2024-05-16,Canada,Toronto,Auto & transportation,Sequoia Capital,2019,0.928,Series D,1
Mindly26,9.65,2024-05-14,China,Shenzhen,Edtech,"Greylock Partners, Coatue Management, Khosla Ventures, Google Ventures",2021,4.592,Series D,11
Omni Base49,7.61,2024-05-14,United States,Seattle,"Supply chain, logistics, & delivery",Tencent Holdings,2021,2.704,Series C,4
TechForge,1.22,2024-05-12,China,Hangzhou,Health,"Sequoia Capital, Founders Fund, Insight Partners, New Enterprise Associates",2018,0.221,Series C,12
Stream Systems,1.85,2024-05-11,China,Guangzhou,Artificial intelligence,"Greylock Partners, General Atlantic, Insight Partners, Kleiner Perkins Caufield & Byers",2020,0.44,Series D,7
Block Solutions,1.77,2024-05-09,China,Hangzhou,Other,"Accel, Insight Partners",2018,0.2,Series E,2
Gridly19,1.95,2024-05-09,Brazil,Curitiba,Internet software & services,Y Combinator,2015,0.264,Series C,14
Grid AI9,1.75,2024-05-06,United Kingdom,London,Artificial intelligence,"Accel, Kleiner Perkins Caufield & Byers, General Atlantic, Founders Fund",2017,0.781,Series D,7
Pulse Technologies,29.35,2024-05-06,Germany,Munich,Artificial intelligence,Google Ventures,2021,6.04,Series D,4
Metaify86,2.73,2024-05-06,United States,San Francisco,Other,Founders Fund,2019,1.1,Series D,3
Shift Solutions15,3.21,2024-05-06,United States,Palo Alto,"Supply chain, logistics, & delivery","Google Ventures, Coatue Management, Alibaba Group",2017,1.12,Private Equity,3
SmartWave,2.43,2024-05-03,China,Hangzhou,Travel,Index Ventures,2014,0.668,Series C,16
OmniZenith57,1.17,2024-05-03,United Kingdom,London,"Supply chain, logistics, & delivery","Index Ventures, Andreessen Horowitz",2017,0.222,Series B,11
NexGrid41,8.53,2024-05-01,Sweden,Stockholm,Auto & transportation,Insight Partners,2021,2.412,Series C,13
Grid Group,1.46,2024-04-28,China,Beijing,Internet software & services,"Tiger Global Management, Khosla Ventures, DST Global",2019,0.439,Series C,18
DataGrid77,2.11,2024-04-27,United States,Los Angeles,Cybersecurity,"Index Ventures, Google Ventures",2020,0.716,Series C,14
Meta Systems,2.02,2024-04-23,Singapore,Singapore,Artificial intelligence,SoftBank Group,2017,0.346,Series D,9
Nexly56,2.99,2024-04-22,China,Shanghai,Internet software & services,"Insight Partners, Thrive Capital, General Atlantic, SoftBank Group",2015,0.862,Series E,7
Core Networks,2.54,2024-04-20,United States,Chicago,Fintech,"Thrive Capital, Benchmark, Y Combinator, Sequoia Capital",2014,0.372,Pre-IPO,6
Zenith Networks,2.14,2024-04-20,United States,Austin,Hardware,"Lightspeed Venture Partners, Index Ventures",2017,0.942,Series D,14
Space Base17,2.48,2024-04-17,India,Gurugram,Fintech,"Lightspeed Venture Partners, Coatue Management, General Atlantic",2018,0.828,Series C,5
Stream Hub,1.9,2024-04-16,United Kingdom,Cambridge,Other,Benchmark,2013,0.358,Series E,2
Healthify16,1.65,2024-04-14,United States,Los Angeles,E-commerce & direct-to-consumer,"Tencent Holdings, Founders Fund, Google Ventures",2013,0.182,Series C,16
Vertex Systems27,2.94,2024-04-12,France,Paris,Fintech,Kleiner Perkins Caufield & Byers,2018,0.598,Series C,15
Omni AI,2.88,2024-04-10,United States,New York,Consumer & retail,"Accel, Google Ventures",2020,0.398,Pre-IPO,17
AeroWave,4.56,2024-04-10,China,Guangzhou,Artificial intelligence,"SoftBank Group, Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers",2020,1.477,Series F,15
Mind Labs66,2.54,2024-04-08,China,Beijing,Data management & analytics,General Atlantic,2014,0.759,Private Equity,5
TechMind21,21.33,2024-04-06,Singapore,Singapore,E-commerce & direct-to-consumer,Khosla Ventures,2012,6.886,Private Equity,7
Zenith Dynamics51,1.65,2024-04-05,United States,San Francisco,Internet software & services,"Benchmark, Coatue Management, Accel",2012,0.256,Series D,18
Pay AI72,1.12,2024-04-05,United States,San Francisco,Other,"Tiger Global Management, Greylock Partners, Y Combinator, Sequoia Capital",2015,0.214,Series D,8
DataLink83,1.9,2024-04-01,United Kingdom,London,Other,Founders Fund,2018,0.655,Series E,3
BioCore36,2.46,2024-03-31,Singapore,Singapore,Fintech,Greylock Partners,2016,0.814,Series B,7
TechShift59,2.43,2024-03-30,United States,Palo Alto,Internet software & services,"Tiger Global Management, General Atlantic, Founders Fund, Khosla Ventures",2019,0.941,Series C,7
Healthio91,1.97,2024-03-26,United States,New York,Internet software & services,"Y Combinator, Insight Partners, Accel, Andreessen Horowitz",2019,0.835,Series F,10
DataCore79,1.62,2024-03-26,United Kingdom,Oxford,Health,"SoftBank Group, Sequoia Capital",2019,0.617,Series C,7
Space Solutions,1.0,2024-03-22,China,Shanghai,Fintech,"Alibaba Group, Andreessen Horowitz",2017,0.453,Series D,13
NovaMind46,2.39,2024-03-20,United States,Palo Alto,Fintech,"SoftBank Group, Founders Fund, Y Combinator",2012,0.828,Series E,4
MetaZenith,2.67,2024-03-18,United States,Los Angeles,Internet software & services,New Enterprise Associates,2021,1.335,Series F,12
Aero Networks28,2.9,2024-03-16,China,Guangzhou,Fintech,Alibaba Group,2016,0.309,Series D,10
Waveio60,1.1,2024-03-15,United States,Chicago,Cybersecurity,"Coatue Management, Sequoia Capital, Lightspeed Venture Partners",2020,0.131,Series C,15
Nex Solutions,2.15,2024-03-15,United States,Austin,Other,"SoftBank Group, Google Ventures, Sequoia Capital",2016,0.363,Pre-IPO,17
MetaStream,1.98,2024-03-14,United States,Los Angeles,Artificial intelligence,"New Enterprise Associates, Accel, Kleiner Perkins Caufield & Byers, Andreessen Horowitz",2015,0.407,Series E,16
Space AI73,3.91,2024-03-12,United Kingdom,Cambridge,Data management & analytics,Tiger Global Management,2017,1.631,Series E,5
Bio Solutions5,1.49,2024-03-12,China,Shenzhen,E-commerce & direct-to-consumer,"DST Global, Insight Partners",2021,0.5,Private Equity,14
Mindify,2.61,2024-03-07,China,Shanghai,Internet software & services,"Greylock Partners, Tiger Global Management, Thrive Capital",2016,0.912,Series E,6
Corely19,1.86,2024-03-04,United States,New York,Internet software & services,"Khosla Ventures, General Atlantic, SoftBank Group, Andreessen Horowitz",2020,0.238,Pre-IPO,12
PayBlock80,2.27,2024-03-02,South Korea,Seoul,Internet software & services,"Tiger Global Management, Google Ventures, SoftBank Group",2017,0.285,Private Equity,3
NexMind88,19.09,2024-02-29,United States,Seattle,Cybersecurity,"Khosla Ventures, Lightspeed Venture Partners, Greylock Partners",2019,3.985,Series E,5
Tech AI90,2.53,2024-02-25,China,Beijing,Artificial intelligence,DST Global,2021,0.527,Series E,13
Pay Networks60,22.18,2024-02-21,China,Shanghai,Fintech,"Y Combinator, Lightspeed Venture Partners, Benchmark",2017,4.882,Private Equity,4
OmniPulse,2.07,2024-02-19,India,New Delhi,Internet software & services,"Kleiner Perkins Caufield & Byers, Index Ventures, Accel",2013,0.357,Series C,6
Zenithly3,7.5,2024-02-18,Germany,Berlin,Health,"Thrive Capital, Sequoia Capital, Tiger Global Management",2017,1.347,Series C,11
Space Dynamics80,2.09,2024-02-18,United States,Chicago,Internet software & services,"Coatue Management, Insight Partners",2012,0.961,Series E,11
AeroLink88,1.7,2024-02-15,United States,Palo Alto,Internet software & services,"Andreessen Horowitz, Accel, New Enterprise Associates",2012,0.218,Series C,5
SmartForge29,1.81,2024-02-12,Brazil,Sao Paulo,Health,Tiger Global Management,2012,0.732,Series D,16
Pay Dynamics66,1.73,2024-02-10,China,Beijing,Artificial intelligence,"Bessemer Venture Partners, Thrive Capital",2019,0.697,Series B,6
Cloudly83,1.79,2024-02-09,India,New Delhi,Artificial intelligence,Kleiner Perkins Caufield & Byers,2021,0.833,Series D,12
TechPulse,1.89,2024-02-06,China,Shanghai,Internet software & services,"SoftBank Group, Thrive Capital, Alibaba Group",2013,0.871,Series E,14
Shift Group7,1.58,2024-02-05,United States,San Francisco,Internet software & services,"DST Global, Tiger Global Management, Tencent Holdings",2013,0.207,Series C,11
Nova AI88,2.54,2024-01-27,United States,Boston,Hardware,"Benchmark, Tencent Holdings, Founders Fund",2017,0.62,Series E,16
Cloud Technologies65,7.06,2024-01-22,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Khosla Ventures",2017,3.46,Series D,2
Aero Base,1.57,2024-01-19,Singapore,Singapore,Internet software & services,"General Atlantic, Google Ventures, Coatue Management, DST Global",2012,0.539,Pre-IPO,5
Data Solutions41,2.54,2024-01-15,Germany,Munich,Auto & transportation,Google Ventures,2021,0.925,Series F,5
OmniMind91,2.76,2023-12-28,Sweden,Stockholm,Auto & transportation,"Thrive Capital, Lightspeed Venture Partners, Sequoia Capital, Index Ventures",2016,0.836,Series C,17
Autoly80,2.52,2023-12-28,United States,Palo Alto,Fintech,"Coatue Management, Thrive Capital, Insight Partners, General Atlantic",2020,0.447,Series D,8
CloudVertex58,2.76,2023-12-23,United States,Los Angeles,Fintech,"Google Ventures, Tencent Holdings, Founders Fund",2011,0.35,Series E,3
Auto Base37,1.46,2023-12-20,India,New Delhi,Fintech,"Google Ventures, Tiger Global Management, Founders Fund",2016,0.608,Series D,4
Data Base79,2.72,2023-12-12,Germany,Berlin,Internet software & services,Kleiner Perkins Caufield & Byers,2019,0.454,Series D,4
Smart Networks,1.92,2023-11-30,United Kingdom,London,Cybersecurity,"Google Ventures, Founders Fund, Insight Partners",2013,0.443,Series D,15
Linkio,1.03,2023-11-25,United States,New York,Health,"Coatue Management, General Atlantic, Bessemer Venture Partners, New Enterprise Associates",2017,0.44,Series C,11
Meta Networks,1.37,2023-11-23,United States,Austin,Edtech,"Sequoia Capital, Bessemer Venture Partners, Insight Partners, Benchmark",2011,0.372,Series D,4
Grid Solutions65,5.93,2023-11-23,Indonesia,Jakarta,Internet software & services,"Google Ventures, Founders Fund, Index Ventures",2013,2.502,Series C,7
Blockio,2.25,2023-11-20,India,Mumbai,Artificial intelligence,"Coatue Management, Tiger Global Management, Khosla Ventures, SoftBank Group",2020,0.417,Series E,6
AutoWave42,1.1,2023-11-18,China,Shenzhen,Cybersecurity,"Y Combinator, Google Ventures",2020,0.353,Series C,3
HealthZenith17,1.21,2023-11-14,Brazil,Curitiba,Data management & analytics,"Andreessen Horowitz, Tencent Holdings",2012,0.166,Series D,12
BioCore99,2.37,2023-11-09,United States,San Francisco,E-commerce & direct-to-consumer,Insight Partners,2019,0.528,Series C,6
Space Base75,9.58,2023-10-31,United States,Austin,Internet software & services,Thrive Capital,2018,2.418,Series D,3
AeroForge,5.79,2023-10-24,Sweden,Stockholm,Artificial intelligence,Lightspeed Venture Partners,2013,2.393,Private Equity,6
OmniGrid80,9.64,2023-10-22,China,Hangzhou,Fintech,Google Ventures,2020,4.676,Series D,3
Health Dynamics26,130.58,2023-10-22,United States,Austin,Fintech,"Index Ventures, Accel",2015,30.373,Series C,8
Link Hub,2.96,2023-10-16,France,Paris,Internet software & services,"Sequoia Capital, Y Combinator, Thrive Capital",2020,1.374,Series C,18
